StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage," "," ",Pref. (White asc.),Pref. (White desc.),Pref. (Black asc.),Pref. (Black desc.),Pref. explanation,Birth year,Gender,Gender_5_TEXT,"Hispanic ",Race,Political aff.,Political aff._4_TEXT,Independent Q,Education,Income
2022-12-06 10:04:56,2022-12-06 10:07:06,IP Address,141.157.14.157,100,130,True,2022-12-06 10:07:07,R_1JFTvCFiS1a8LWm,,,,,39.2151,-76.754,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,It is the most equal option.,1990,Woman,,No,White or Caucasian,Democrat,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:05:22,2022-12-06 10:07:34,IP Address,68.82.72.146,100,132,True,2022-12-06 10:07:34,R_AA0wjbDVsMfoZZn,,,,,40.2104,-74.8278,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,I believe in equality for all,1982,Woman,,No,White or Caucasian,No preference,,,"Some college, but no degree","$10,000 to $19,999"
2022-12-06 10:06:49,2022-12-06 10:07:58,IP Address,174.207.104.34,100,68,True,2022-12-06 10:07:58,R_2PpVO4IJSCTqw1O,,,,,41.3847,-81.7982,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,It prevented the most jail time,1989,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$20,000 to $29,999"
2022-12-06 10:06:49,2022-12-06 10:07:59,IP Address,24.23.0.67,100,69,True,2022-12-06 10:07:59,R_W98VAYECocAxb6F,,,,,38.4819,-121.4024,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,It helps the largest amount of people avoid jail time.,1990,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:02:28,2022-12-06 10:08:05,IP Address,67.48.150.224,100,336,True,2022-12-06 10:08:05,R_3kKYAesvxQBRU5R,,,,,26.2516,-98.2271,anonymous,EN,5 people who live far from court,5 Black people,,,Option E,,Racial discrimination makes it so this racial demographic needs more aid for the service.,1994,Man,,Yes,Prefer not to say,Democrat,,,"Some college, but no degree",Prefer not to say
2022-12-06 10:07:10,2022-12-06 10:08:29,IP Address,73.202.112.17,100,79,True,2022-12-06 10:08:29,R_qw7VjLPQWp064y5,,,,,37.3698,-121.816,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,It should be fair to all groups.,1992,Woman,,No,Asian,Democrat,,,Bachelor’s degree,Prefer not to say
2022-12-06 10:06:22,2022-12-06 10:08:30,IP Address,35.140.196.150,100,128,True,2022-12-06 10:08:30,R_3p6ghpt7ytKm3Ls,,,,,27.8485,-82.7944,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,I'm not sure it's fair to make sure more white people stay out of jail just because of where they live.  It should be equal.,1987,Man,,No,White or Caucasian,Independent,,Democrat,Associates or technical degree,"$100,000 to $149,999"
2022-12-06 10:03:04,2022-12-06 10:08:33,IP Address,70.175.155.185,100,329,True,2022-12-06 10:08:34,R_2Uatbc7G8hUYw7L,,,,,33.7015,-117.7528,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,I actually prefer the option that keeps more people out of jail.  But the avoid conflict with the residents I picked the option that represented the 50/50 population of the city,1961,Man,,No,White or Caucasian,Republican,,,Bachelor’s degree,"$50,000 to $59,999"
2022-12-06 10:07:13,2022-12-06 10:08:50,IP Address,97.81.161.87,100,96,True,2022-12-06 10:08:50,R_tKcOfqYDZLlLo5P,,,,,36.2178,-85.5423,anonymous,EN,5 people who live far from court,5 White people,,Option B,,,seems the most efficient of the options,1967,Man,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$40,000 to $49,999"
2022-12-06 10:07:26,2022-12-06 10:09:03,IP Address,174.205.113.140,100,97,True,2022-12-06 10:09:04,R_u3nChfIUorvs1fH,,,,,32.3383,-111.0455,anonymous,EN,5 people who live close to court,5 Black people,,,Option C,,"Its the most fair I believe, and gives equal oppurtunity to both sides",2004,Man,,No,White or Caucasian,Democrat,,,"Some college, but no degree","$50,000 to $59,999"
2022-12-06 10:08:20,2022-12-06 10:09:48,IP Address,216.177.173.3,100,87,True,2022-12-06 10:09:48,R_2Egf474InIXvOzi,,,,,29.9112,-98.2374,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,Most good for the most people,1999,Man,,No,White or Caucasian,Democrat,,,Associates or technical degree,"$10,000 to $19,999"
2022-12-06 10:09:25,2022-12-06 10:10:56,IP Address,107.133.16.102,100,91,True,2022-12-06 10:10:57,R_7V48f0YESCfce41,,,,,38.6349,-90.1802,anonymous,EN,5 people who live far from court,5 Black people,,Option B,,,Because it only seemed logical to do so,1990,Man,,No,White or Caucasian,Democrat,,,High school diploma or GED,"Less than $10,000"
2022-12-06 10:09:20,2022-12-06 10:10:58,IP Address,68.101.254.172,100,97,True,2022-12-06 10:10:59,R_2E7e1eN5wRjdVwx,,,,,33.1922,-117.3852,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,It is the fairest distribution option,1983,Man,,No,White or Caucasian,Republican,,,Bachelor’s degree,"$150,000 or more"
2022-12-06 10:10:02,2022-12-06 10:11:41,IP Address,208.125.123.2,100,99,True,2022-12-06 10:11:41,R_2zGf5a1oixSOt5E,,,,,42.8136,-78.8098,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,Based on population,1999,Woman,,Yes,Black or African American,Democrat,,,Bachelor’s degree,"$70,000 to $79,999"
2022-12-06 10:10:32,2022-12-06 10:11:49,IP Address,68.11.179.32,100,77,True,2022-12-06 10:11:49,R_3CBkUtXA2ALEw3o,,,,,30.1012,-92.0112,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The most amount of people would avoid jail with this option.,1986,Man,,No,White or Caucasian,Democrat,,,High school diploma or GED,"$10,000 to $19,999"
2022-12-06 10:11:05,2022-12-06 10:12:40,IP Address,47.227.245.153,100,94,True,2022-12-06 10:12:40,R_3QFT01NeZSy3ijs,,,,,39.9744,-86.0829,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,It had the highest amount of people avoiding jail,1997,Man,,No,"White or Caucasian,Asian",Independent,,Democrat,Bachelor’s degree,"$80,000 to $89,999"
2022-12-06 10:11:19,2022-12-06 10:12:48,IP Address,172.56.89.126,100,89,True,2022-12-06 10:12:49,R_stV4D7Ehe2PB3nr,,,,,29.3582,-98.429,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,It seemed the most fair,2000,Woman,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$90,000 to $99,999"
2022-12-06 10:11:16,2022-12-06 10:13:13,IP Address,136.34.141.123,100,116,True,2022-12-06 10:13:13,R_32WvjQNWKlWbLkk,,,,,38.9201,-94.3999,anonymous,EN,5 people who live far from court,5 Black people,,,,Option D,The most people avoid jail.,1996,Woman,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,Prefer not to say
2022-12-06 10:10:59,2022-12-06 10:13:13,IP Address,173.66.154.104,100,134,True,2022-12-06 10:13:14,R_2qlb3x6sGyfWfXj,,,,,38.8138,-77.1487,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,It helped the most disadvantaged group while still avoiding prison time for a good number of people.,,Man,,No,"White or Caucasian,Black or African American",Democrat,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:09:47,2022-12-06 10:13:15,IP Address,71.236.58.111,100,208,True,2022-12-06 10:13:16,R_1C2rYpHXFK2CRUh,,,,,35.9875,-84.1168,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"Because it would cost more for a Black person to make a round trip ride to court. So the people that live further away should get the majority of the allotted money ",1972,Woman,,No,White or Caucasian,Democrat,,,Associates or technical degree,"$20,000 to $29,999"
2022-12-06 10:11:52,2022-12-06 10:13:26,IP Address,184.187.130.180,100,93,True,2022-12-06 10:13:26,R_1i57wsoFATVFupw,,,,,29.7821,-91.504,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"Whites are cheaper and could walk if needed blacks cost more and don't have options to walk. ",1983,Woman,,No,White or Caucasian,Republican,,,"Some college, but no degree","$50,000 to $59,999"
2022-12-06 10:11:40,2022-12-06 10:13:33,IP Address,73.145.104.147,100,112,True,2022-12-06 10:13:33,R_1lm0FA1Wzj3k8tB,,,,,42.3472,-83.0323,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,least amount of people in jail,1986,Woman,,No,White or Caucasian,Other,"no party ",,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:10:48,2022-12-06 10:13:39,IP Address,68.105.199.223,100,171,True,2022-12-06 10:13:40,R_3fH6N2bOkI8nr37,,,,,41.314,-81.6756,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"both races should have the same opportunities, however, since it's more expensive for the Black people, I think the percentage of help should be higher.",1965,Woman,,No,White or Caucasian,Independent,,Republican,"Some college, but no degree","$100,000 to $149,999"
2022-12-06 10:05:09,2022-12-06 10:13:44,IP Address,24.247.61.95,100,514,True,2022-12-06 10:13:44,R_3nH4198R0SGppsJ,,,,,42.8175,-85.5181,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"When considering socioeconomic difference with white vs black populations, and  wanting to keep as many people out of jail as possible it only makes sense to chose option D",1987,Woman,,No,"White or Caucasian,Black or African American",Independent,,Democrat,"Some college, but no degree","$20,000 to $29,999"
2022-12-06 10:11:10,2022-12-06 10:13:47,IP Address,63.245.252.110,100,156,True,2022-12-06 10:13:47,R_AM1r31sIAhJd293,,,,,40.7279,-105.035,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"The allocation that I chose in this scenario provided for the most people being saved from jail time compared to others. ",1996,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:12:10,2022-12-06 10:13:47,IP Address,47.210.121.56,100,96,True,2022-12-06 10:13:47,R_1dGrxfOi7nFvaGc,,,,,32.5434,-93.7011,anonymous,EN,5 people who live far from court,5 White people,,Option E,,,"Saves more people from jail ",1990,Man,,No,Black or African American,Republican,,,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:08:02,2022-12-06 10:14:40,IP Address,75.167.173.133,100,397,True,2022-12-06 10:14:40,R_RgWvrFDIbpRaBCp,,,,,33.3804,-112.0246,anonymous,EN,5 people who live far from court,5 Black people,,,,Option D,"I chose option D, because even though the money wasn't evenly distributed between white and black people, the results are the most people avoiding prison. ",1996,Woman,,No,White or Caucasian,Democrat,,,"Some college, but no degree","$20,000 to $29,999"
2022-12-06 10:12:51,2022-12-06 10:14:52,IP Address,71.67.132.80,100,120,True,2022-12-06 10:14:52,R_339l95Lsv8wNcyZ,,,,,36.9199,-86.4392,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,It's more evenly split,1989,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$90,000 to $99,999"
2022-12-06 10:12:45,2022-12-06 10:14:55,IP Address,98.27.55.56,100,129,True,2022-12-06 10:14:55,R_3NXjyDskRCQv84p,,,,,35.9151,-79.0972,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,This allocation allows the most people to avoid going to jail just for not being able to get to court.,1992,Man,,No,White or Caucasian,Democrat,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$30,000 to $39,999"
2022-12-06 10:11:06,2022-12-06 10:15:05,IP Address,184.187.163.18,100,239,True,2022-12-06 10:15:06,R_28ScuVISFAFNzpj,,,,,34.4398,-119.7315,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,I weighed the balance of distance vs. number of people who would avoid jail.,1969,Woman,,No,White or Caucasian,Independent,,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$150,000 or more"
2022-12-06 10:12:14,2022-12-06 10:15:18,IP Address,76.26.39.212,100,184,True,2022-12-06 10:15:19,R_233tfJknQSO8F3R,,,,,27.2913,-80.2977,anonymous,EN,5 people who live far from court,5 White people,,Option B,,,The price may still be prohibitive for black people,1986,Woman,,Yes,Prefer not to say,Democrat,,,Associates or technical degree,"$70,000 to $79,999"
2022-12-06 10:14:04,2022-12-06 10:15:33,IP Address,172.58.83.0,100,88,True,2022-12-06 10:15:34,R_3lr9GyJSs7WuAJX,,,,,44.9985,-93.3029,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,Minimizes the number of people having to go to jail.,1991,Woman,,No,White or Caucasian,Democrat,,,Associates or technical degree,"$10,000 to $19,999"
2022-12-06 10:12:43,2022-12-06 10:15:36,IP Address,174.203.132.30,100,172,True,2022-12-06 10:15:36,R_2Vxs5CJ68SX2LLR,,,,,40.352,-78.9393,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"Because it is more racially fair. If the city court demands that blacks from further away show up or go to jail, then more should be allocated towards them",1989,Man,,No,White or Caucasian,Democrat,,,High school diploma or GED,"$10,000 to $19,999"
2022-12-06 10:13:07,2022-12-06 10:15:36,IP Address,50.240.193.65,100,149,True,2022-12-06 10:15:36,R_2E4amNoNuNCp7ZQ,,,,,37.7201,-121.919,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,This results in the most amount of people not going to jail,1982,Man,,No,"White or Caucasian,American Indian/Native American or Alaska Native",Other,Socialist,,"Some college, but no degree","$20,000 to $29,999"
2022-12-06 10:13:53,2022-12-06 10:15:51,IP Address,131.179.222.36,100,117,True,2022-12-06 10:15:51,R_sUsfwuGv0erULp7,,,,,34.029,-118.4005,anonymous,EN,5 people who live far from court,5 Black people,,Option B,,,It seemed reasonable,1985,Woman,,No,Asian,Democrat,,,Bachelor’s degree,"$80,000 to $89,999"
2022-12-06 10:11:09,2022-12-06 10:16:08,IP Address,174.235.82.54,100,298,True,2022-12-06 10:16:08,R_rfrZ0ArRrBTpdkJ,,,,,34.0021,-81.0423,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,The most people to avoid jail.,1968,Woman,,No,Black or African American,Independent,,Republican,Bachelor’s degree,"$10,000 to $19,999"
2022-12-06 10:14:22,2022-12-06 10:16:26,IP Address,73.11.120.112,100,124,True,2022-12-06 10:16:27,R_3R4ljWt3E4ANEzf,,,,,45.4094,-122.5165,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,Because it would offer less jail time for the individuals and helps them to get to and from court.,1989,Man,,Yes,American Indian/Native American or Alaska Native,No preference,,,High school diploma or GED,"$40,000 to $49,999"
2022-12-06 10:15:55,2022-12-06 10:16:59,IP Address,173.184.39.104,100,63,True,2022-12-06 10:16:59,R_zdJKsWZcS33yC2J,,,,,34.2015,-84.4222,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,"I WANTED TO SAVE THE MOST PEOPLE, REGARDLESS OF COLOR",1997,Woman,,No,White or Caucasian,Independent,,Republican,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:14:26,2022-12-06 10:17:16,IP Address,184.153.180.151,100,170,True,2022-12-06 10:17:17,R_27mmbZB68MkzhIn,,,,,43.6597,-70.2868,anonymous,EN,5 people who live far from court,5 Black people,,,,Option B,"It provides more funding to the higher cost group but doesn't leave out the less costly group. ",1997,Man,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$50,000 to $59,999"
2022-12-06 10:14:30,2022-12-06 10:17:38,IP Address,71.94.28.86,100,188,True,2022-12-06 10:17:39,R_1MMVWUo8MIeGxWw,,,,,38.6706,-90.3705,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,"Equality ",1967,Man,,No,White or Caucasian,Independent,,Republican,High school diploma or GED,"Less than $10,000"
2022-12-06 10:15:53,2022-12-06 10:17:59,IP Address,172.92.206.93,100,126,True,2022-12-06 10:17:59,R_vpohT3fjb8tUHDj,,,,,48.1789,-122.5181,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,"I chose this scenario to benefit a more underserved population, but also trying to benefit others, as well.",1968,Woman,,No,White or Caucasian,Democrat,,,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$30,000 to $39,999"
2022-12-06 10:13:21,2022-12-06 10:18:10,IP Address,107.77.204.25,100,288,True,2022-12-06 10:18:10,R_1q4jx8n7sHex43T,,,,,39.2909,-76.6096,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,I chose Option B since it would help the most number of people avoid jail out of all the options.,1977,Woman,,No,Asian,No preference,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:16:10,2022-12-06 10:18:10,IP Address,73.240.141.104,100,119,True,2022-12-06 10:18:10,R_1fZMmeuiOCI4o2o,,,,,45.4805,-122.6363,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,"I think it's the allocation that accounts for the price difference in rides the most - it helps Black people more because their rides are more expensive, but also helps white people a substantial amount.",1991,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$10,000 to $19,999"
2022-12-06 10:16:38,2022-12-06 10:18:22,IP Address,68.99.22.75,100,103,True,2022-12-06 10:18:23,R_3s7evFMFvFlHcJ5,,,,,41.1484,-95.9067,anonymous,EN,5 people who live far from court,5 Black people,,,,Option D,Less jail,1981,Man,,No,White or Caucasian,No preference,,,Bachelor’s degree,"$90,000 to $99,999"
2022-12-06 10:16:36,2022-12-06 10:18:24,IP Address,184.191.235.99,100,108,True,2022-12-06 10:18:25,R_tYTr24O24MKk3lv,,,,,36.0557,-94.1567,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,"More people avoid jail time ",1989,Man,,No,White or Caucasian,Independent,,Democrat,High school diploma or GED,"$50,000 to $59,999"
2022-12-06 10:17:23,2022-12-06 10:18:44,IP Address,172.73.115.122,100,80,True,2022-12-06 10:18:44,R_Z7yJAcRMvZ5mfzb,,,,,35.3135,-81.5599,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,I tried to be fair.,1988,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$10,000 to $19,999"
2022-12-06 10:16:12,2022-12-06 10:19:17,IP Address,68.201.228.110,100,185,True,2022-12-06 10:19:18,R_2TQOUIIw9SJh3qQ,,,,,29.331,-98.4966,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,Everyone should have an equal opportunity regardless of race.,1974,Man,,No,White or Caucasian,Republican,,,"Some college, but no degree","$150,000 or more"
2022-12-06 10:16:36,2022-12-06 10:19:19,IP Address,199.59.112.141,100,163,True,2022-12-06 10:19:20,R_3KBeUR0ZUNSYZNC,,,,,34.5875,-83.753,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,"This is fair because the rides were distributed evenly.  That way no one can claim any race issues because of lack of drives. ",1975,Woman,,No,White or Caucasian,Republican,,,Bachelor’s degree,"$60,000 to $69,999"
2022-12-06 10:12:39,2022-12-06 10:19:27,IP Address,97.81.149.94,100,407,True,2022-12-06 10:19:27,R_3I028N7Hzk3jMsy,,,,,36.524,-82.5163,anonymous,EN,5 people who live far from court,5 Black people,,,,Option C,"The prospect of going to jail is udevastating whether you live close to the courthouse or further away. Unless those living closer had alternative means of transportation, their needs should be considered equally; race not withstanding.",1948,Man,,No,White or Caucasian,Independent,,Democrat,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$100,000 to $149,999"
2022-12-06 10:18:21,2022-12-06 10:19:45,IP Address,172.103.86.105,100,83,True,2022-12-06 10:19:45,R_exrxsZfzR0k13Hj,,,,,33.2124,-97.066,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,"because it allows the most people to get out of jail ",2000,Woman,,No,White or Caucasian,Democrat,,,"Some college, but no degree","Less than $10,000"
2022-12-06 10:17:56,2022-12-06 10:19:53,IP Address,67.0.203.241,100,117,True,2022-12-06 10:19:53,R_29h46r1leVZApOr,,,,,35.2003,-106.6417,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,"It is fair to each group ",1977,Woman,,Yes,American Indian/Native American or Alaska Native,Democrat,,,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:16:13,2022-12-06 10:19:54,IP Address,50.27.38.148,100,220,True,2022-12-06 10:19:55,R_2A0EWLcm0HEhOa4,,,,,33.5903,-101.9371,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,"Because it was a 50/50 split. Actually, I don't believe any government money should be spent for this; if a person wants to show up for court they will find a way. If they can't come back, why let them out in the first place?",1960,Man,,No,Other,Independent,,Republican,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:17:07,2022-12-06 10:20:05,IP Address,75.35.32.179,100,178,True,2022-12-06 10:20:06,R_3oRwgZTCwDwkMyi,,,,,34.0297,-84.1469,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,"Giving 50% to each group seems like a fair way to allocate, given neither group is more or less deserving. It also results in a relatively high number of cases avoiding jail.",1964,Woman,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:18:07,2022-12-06 10:20:11,IP Address,104.152.207.158,100,124,True,2022-12-06 10:20:12,R_32RuJhzkZI0ouGQ,,,,,45.4356,-117.2913,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,It kept the most people out of jail.,1990,Man,,No,White or Caucasian,Democrat,,,Associates or technical degree,"$80,000 to $89,999"
2022-12-06 10:18:51,2022-12-06 10:20:28,IP Address,74.111.36.205,100,97,True,2022-12-06 10:20:29,R_1gkaB8n9Scgu5wG,,,,,43.1115,-76.1834,anonymous,EN,5 people who live far from court,5 Black people,,,Option E,,"Black people are further away ",1984,Woman,,No,White or Caucasian,Democrat,,,"Some college, but no degree","$50,000 to $59,999"
2022-12-06 10:18:32,2022-12-06 10:20:32,IP Address,204.111.63.214,100,119,True,2022-12-06 10:20:32,R_p9N7n1O5Ilnee5P,,,,,38.9888,-79.1251,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The most people avoided jail.,1995,Non-binary,,No,"White or Caucasian,American Indian/Native American or Alaska Native",Other,Leftist,,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:17:22,2022-12-06 10:20:34,IP Address,107.119.41.67,100,191,True,2022-12-06 10:20:35,R_3KJl32Frpa19i7H,,,,,38.6249,-90.4496,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,The option provided the most amount of avoided arrests,1972,Woman,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$150,000 or more"
2022-12-06 10:18:29,2022-12-06 10:20:39,IP Address,98.55.72.157,100,130,True,2022-12-06 10:20:39,R_1CHYpf9lU6tbpky,,,,,39.5884,-105.0776,anonymous,EN,5 people who live far from court,5 Black people,,,Option B,,Less peeps in jail,1967,Man,,No,White or Caucasian,Republican,,,Associates or technical degree,"$100,000 to $149,999"
2022-12-06 10:18:03,2022-12-06 10:21:07,IP Address,73.61.249.236,100,184,True,2022-12-06 10:21:07,R_vuGIvgjXiKbgOlP,,,,,42.8539,-70.9397,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,The money should ve evenly distrubed based on level of hardship getting preference regardless of color and location.,1985,Man,,No,White or Caucasian,Republican,,,Associates or technical degree,"$100,000 to $149,999"
2022-12-06 10:16:44,2022-12-06 10:21:21,IP Address,67.248.214.4,100,276,True,2022-12-06 10:21:22,R_1FynK2MoNoAp3E1,,,,,43.3238,-73.6772,anonymous,EN,5 people who live far from court,5 White people,Option B,,,,More people avoided jail,1993,Woman,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:18:11,2022-12-06 10:21:31,IP Address,172.58.129.248,100,200,True,2022-12-06 10:21:31,R_1jg3lSaF8g13Bjy,,,,,25.8818,-80.2135,anonymous,EN,5 people who live far from court,5 White people,Option E,,,,"It is my opinion regularly the black peoples is more problematic ",1972,Woman,,Yes,White or Caucasian,Independent,,Republican,"Some college, but no degree","$50,000 to $59,999"
2022-12-06 10:18:17,2022-12-06 10:21:38,IP Address,69.215.150.106,100,200,True,2022-12-06 10:21:39,R_2rbJZ3c88qujZ6h,,,,,37.7833,-122.4952,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,"Though a difference of 20 people is statistically similar, those are 20 extra, real people that would go to jail. However, I chose the option for 50/50 representation, resulting in 710 people avoiding jail rather than 30/70 preventing 730 people from going to jail, since the makeup of the people avoiding jail would be more evenly distributed.",1996,Man,,No,Asian,Democrat,,,Bachelor’s degree,"$70,000 to $79,999"
2022-12-06 10:18:33,2022-12-06 10:21:46,IP Address,73.9.154.167,100,192,True,2022-12-06 10:21:46,R_3j1oJQpOAgZU5KB,,,,,41.7415,-87.5962,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,the percentage should be even for both ethnic groups,1969,Man,,No,Black or African American,Democrat,,,High school diploma or GED,"Less than $10,000"
2022-12-06 10:19:47,2022-12-06 10:22:05,IP Address,184.15.222.196,100,137,True,2022-12-06 10:22:05,R_3ithoroiOmThnDV,,,,,39.2861,-80.5544,anonymous,EN,5 people who live far from court,5 Black people,,,,Option D,it had more people avoiding jail,1977,Woman,,No,White or Caucasian,Democrat,,,"Some college, but no degree","$100,000 to $149,999"
2022-12-06 10:20:37,2022-12-06 10:22:41,IP Address,74.71.23.203,100,124,True,2022-12-06 10:22:41,R_25WLSTPatYChnnF,,,,,40.8,-73.9763,anonymous,EN,5 people who live far from court,5 Black people,,,Option C,,I picked the one that allowed equal amount of black and white people rides,1984,Man,,No,Asian,Independent,,Democrat,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:14:03,2022-12-06 10:22:56,IP Address,172.58.204.22,100,533,True,2022-12-06 10:22:56,R_3Gy5fI3sMWUPsIg,,,,,39.9528,-75.1646,anonymous,EN,5 people who live far from court,5 White people,,Option C,,,I chose my option because it seemed balanced,1991,Man,,No,Black or African American,Independent,,Republican,Bachelor’s degree,"$40,000 to $49,999"
2022-12-06 10:19:22,2022-12-06 10:22:59,IP Address,97.97.243.144,100,217,True,2022-12-06 10:22:59,R_1d1b6hVIm2lezej,,,,,27.7363,-82.6654,anonymous,EN,5 people who live far from court,5 Black people,,,Option D,,I think black people need more help and are less likely to get a break from a judge than white people.,1974,Man,,No,White or Caucasian,Democrat,,,High school diploma or GED,"$90,000 to $99,999"
2022-12-06 10:21:55,2022-12-06 10:23:08,IP Address,208.102.85.33,100,73,True,2022-12-06 10:23:09,R_1gkzps5jm5x7lNs,,,,,39.1191,-84.349,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,I believe it is the most fair.,2000,Man,,No,White or Caucasian,Independent,,Democrat,High school diploma or GED,"$50,000 to $59,999"
2022-12-06 10:21:02,2022-12-06 10:23:15,IP Address,73.116.238.35,100,133,True,2022-12-06 10:23:15,R_vpndzyB2LS3V5sZ,,,,,37.3472,-120.6039,anonymous,EN,5 people who live far from court,5 White people,Option C,,,,This plan helps equal numbers of black and white.,1982,Man,,No,White or Caucasian,Democrat,,,Bachelor’s degree,"$30,000 to $39,999"
2022-12-06 10:21:37,2022-12-06 10:23:16,IP Address,165.166.162.2,100,99,True,2022-12-06 10:23:16,R_1OE7xQfzaW8mQDD,,,,,34.0496,-81.111,anonymous,EN,5 people who live far from court,5 White people,,Option D,,,Option D provided the most people who avoid jailtime for the budgeted figure.,1981,Man,,No,White or Caucasian,Independent,,Democrat,Bachelor’s degree,"$100,000 to $149,999"
2022-12-06 10:21:56,2022-12-06 10:23:33,IP Address,173.66.134.209,100,96,True,2022-12-06 10:23:33,R_bJwfC3mnQ1ItDQl,,,,,38.8341,-76.7974,anonymous,EN,5 people who live far from court,5 Black people,,,,Option A,I chose to help those who needed the help more.,1991,Woman,,No,Black or African American,No preference,,,"Some college, but no degree","$50,000 to $59,999"
